Origin,Destination,Aircraft_Code,Engine_Code,Distance_km,Fuel_Burn_kg,CO2_kg,Weather_Penalty_Index,Adjusted_Fuel_Burn_kg,Adjusted_CO2_kg,Callsign,FlightDate,Holding_Loop_Detected,Altitude_Drift,Unplanned_Reroute,Deviation_km,RTK,CO2_per_RTK,Predicted_CO2_per_RTK,esg_match_percent,SHAP_Top_Feature,route_efficiency_score,fuel_savings_if_alt_route,recommended_reroute_flag,suggested_reroute_distance_km,suggested_reroute_co2_saving_kg,ESG_Benchmark_Score,Seat_Count,Estimated_Passengers,ASK,RPK,Revenue,Yield_USD_per_RPK,callsign,number,aircraft_uid,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2,load_factor,Estimated_Revenue_USD
EGBB,OMDB,B77W,GE90-115B,5603.408765882395,87096.74895863316,275225.7267092808,0.0671028273815128,4085.7455369276654,12910.955896691425,EY3235,2025-12-14,1,,False,0.0,504306.79,559.14,0.5235246162606877,96.4469866195342,Distance_km,1.0,0.0,0.0,5603.408765882395,0.0,PASS,368.0,293,2062054.4258447213,1649643.5406757772,197957.22488109325,0.12,,,,,,,,,,,,,,,,0.7967214417983688,197957.22488109325
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13569.629391577411,42880.02887738463,0.0486493749629535,645.857088492053,2040.9083996348872,EY4837,2026-12-23,1,,False,0.0,78570.74,567.31,0.5445634471307804,96.07574699250418,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,368.0,293,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.7956432738071291,30841.635412791387
OEDF,OMDB,B77W,GE90-115B,573.1578950522307,8908.896599329497,28152.113253881213,0.0478036407567459,417.308093068194,1318.6935740954932,EY9129,2025-05-06,1,,False,0.0,51584.21,558.32,0.5466973535279721,97.0336076852939,Distance_km,1.0,0.0,0.0,573.1578950522307,0.0,PASS,368.0,301,210922.1053792209,168737.68430337674,20248.52211640521,0.12,,,,,,,,,,,,,,,,0.8183527003340388,20248.52211640521
EDDF,OMDB,B77W,GE90-115B,4843.202576645297,75280.46169722077,237886.25896321767,0.0433328458649206,3550.69809895409,11220.205992694924,EY8368,2025-06-21,1,,False,0.0,435888.23,562.19,0.5227128778828163,95.77688819046854,Distance_km,1.0,0.0,0.0,4843.202576645297,0.0,PASS,368.0,309,1782298.5482054693,1425838.8385643756,171100.66062772507,0.12,,,,,,,,,,,,,,,,0.8403714187508419,171100.66062772507
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13185.094934704375,41664.89999366583,0.0482350327454649,626.2865880804624,1979.0656183342617,EY3069,2026-04-26,1,,False,0.0,78570.74,550.12,0.5084857598988953,93.26848118087923,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,368.0,300,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.8154250741855781,30841.635412791387
VVTS,OMDB,B77W,GE90-115B,5618.742223034879,87335.08500086685,275978.86860273924,0.0665308546083425,4145.208580629147,13098.859114788103,EY5221,2026-11-24,1,,False,0.0,505686.8,565.73,0.5071646363993583,93.65439806605475,Distance_km,1.0,0.0,0.0,5618.742223034879,0.0,PASS,368.0,289,2067697.1380768355,1654157.710461469,198498.92525537623,0.12,,,,,,,,,,,,,,,,0.7863089368502509,198498.92525537626
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,45925.02924803686,145123.09242379648,0.0395463362409944,2175.181267149425,6873.572804192184,EY8169,2026-06-29,1,,True,79.34641828670915,273669.9,548.54,0.52056945841177,95.04709466532432,Distance_km,0.9739,50.15,0.0,2961.4302736830773,50.15,PASS,368.0,303,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.8233695129401746,107424.55897390863
EGBB,OMDB,B77W,GE90-115B,5603.408765882395,84628.61220340214,267426.4145627508,0.0511261917263808,4000.292177756749,12640.923281711328,EY1349,2025-09-20,1,,False,0.0,504306.79,547.45,0.528644239997469,96.5019635325352,Distance_km,1.0,0.0,0.0,5603.408765882395,0.0,PASS,368.0,296,2062054.4258447213,1649643.5406757772,197957.22488109325,0.12,,,,,,,,,,,,,,,,0.8039040069697089,197957.22488109325
VVTS,OMDB,B77W,GE90-115B,5618.742223034879,84860.19430874419,268158.21401563165,0.039085656741452,4038.4749229066497,12761.580756385014,EY2928,2026-07-08,1,,False,0.0,505686.8,551.16,0.537295774630408,97.93132436095937,Distance_km,1.0,0.0,0.0,5618.742223034879,0.0,PASS,368.0,302,2067697.1380768355,1654157.710461469,198498.92525537623,0.12,,,,,,,,,,,,,,,,0.820431403259691,198498.92525537626
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13185.094934704375,41664.89999366583,0.0660837931623452,618.6150450878469,1954.823542477596,EY4896,2026-08-23,1,,False,0.0,78570.74,543.38,0.5230502030908535,93.04592304785282,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,368.0,315,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.8549532889550773,30841.635412791387
SBGR,OMDB,B77W,GE90-115B,12217.068720499874,184515.1075368108,583067.7398163221,0.0380511050804377,8692.640886719859,27468.745202034745,EY3446,2026-11-29,1,,False,0.0,1099536.18,545.61,0.5274561478424826,96.51967053246749,Distance_km,1.0,0.0,0.0,12217.068720499874,0.0,PASS,368.0,283,4495881.2891439535,3596705.0313151632,431604.6037578196,0.12,,,,,,,,,,,,,,,,0.7698748388452998,431604.60375781957
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,38464.58825793909,121548.09889508752,0.026028910332541,1813.531197647728,5730.75858456682,EY4850,2026-10-13,1,,False,0.0,229212.7,546.05,0.5229431121952506,95.381105863017,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,308,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.83644284100575,89973.62652520723
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,33940.82217797798,107252.9980824104,0.0224314486526329,1593.173141444218,5034.427126963729,EY2392,2026-04-04,1,,False,0.0,196523.83,559.49,0.5292768717411247,96.56931230229203,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,282,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.7660058334532592,77142.15569316265
VTSP,OMDB,B77W,GE90-115B,4927.195819651711,76586.01314028048,242011.80152328635,0.047817282622979,3586.437960937417,11333.14395656224,EY8752,2025-03-19,1,,False,0.0,443447.62,558.17,0.5159483955256619,95.06555973307236,Distance_km,1.0,0.0,0.0,4927.195819651711,0.0,PASS,368.0,312,1813208.0616318288,1450566.4493054638,174067.97391665564,0.1199999999999999,,,,,,,,,,,,,,,,0.8482759271083957,174067.97391665552
OEDF,OMDB,B77W,GE90-115B,573.1578950522307,8908.896599329497,28152.113253881213,0.0472936830446428,424.026922411029,1339.9250748188515,EY3916,2025-08-17,1,,False,0.0,51584.21,567.31,0.5077683101390127,93.44985264779244,Distance_km,1.0,0.0,0.0,573.1578950522307,0.0,PASS,368.0,285,210922.1053792209,168737.68430337674,20248.52211640521,0.12,,,,,,,,,,,,,,,,0.7748742472938714,20248.52211640521
EIDW,OMDB,B77W,GE90-115B,5918.530265880704,91994.8492621363,290703.7236683507,0.0580211057713567,4314.172190386067,13632.784121619974,EY2415,2025-07-03,1,,False,0.0,532667.72,558.97,0.5417262577479985,95.5273628309718,Distance_km,1.0,0.0,0.0,5918.530265880704,0.0,PASS,368.0,297,2178019.137844099,1742415.3102752797,209089.8372330336,0.12,,,,,,,,,,,,,,,,0.8067217314561123,209089.83723303356
EDDM,OMDB,B77W,GE90-115B,4564.01016304618,68930.51396367252,217820.4241252052,0.0589591916443563,3254.3350704739923,10283.698822697816,EY9694,2026-07-04,1,,False,0.0,410760.91,546.79,0.5263211001439486,95.80721406880122,Distance_km,1.0,0.0,0.0,4564.01016304618,0.0,PASS,368.0,321,1679555.7400009944,1343644.5920007958,161237.3510400955,0.12,,,,,,,,,,,,,,,,0.8726646877904841,161237.3510400955
DNMM,OMDB,B77W,GE90-115B,5895.900658579161,89046.13446420686,281385.7849068937,0.0203996178392628,4208.775459744675,13299.730452793174,EY5142,2027-01-01,1,,False,209.4392265109997,530631.06,547.4,0.5082403741610398,92.98219127949169,Distance_km,0.9645,132.37,0.0,5686.461432068161,132.37,PASS,368.0,306,2169691.442357132,1735753.1538857052,208290.3784662846,0.12,,,,,,,,,,,,,,,,0.8326131409898833,208290.3784662846
LTFM,OMDB,B77W,GE90-115B,3028.340480393419,45737.20441305712,144529.56594526052,0.0649562421274252,2150.580109133955,6795.833144863297,EY2967,2026-10-19,1,,False,0.0,272550.64,544.57,0.5146662023805528,94.68007097894932,Distance_km,1.0,0.0,0.0,3028.340480393419,0.0,PASS,368.0,288,1114429.296784778,891543.4374278226,106985.21249133872,0.12,,,,,,,,,,,,,,,,0.7826942851687757,106985.21249133871
LTFM,OMDB,B77W,GE90-115B,3028.340480393419,47071.099325832765,148744.67386963154,0.0560464798447602,2229.094519146461,7043.938680502818,EY1573,2026-10-19,1,,False,0.0,272550.64,564.45,0.5308179983999467,97.3457190178074,Distance_km,1.0,0.0,0.0,3028.340480393419,0.0,PASS,368.0,313,1114429.296784778,891543.4374278226,106985.21249133872,0.12,,,,,,,,,,,,,,,,0.849422416602666,106985.21249133871
RJBB,OMDB,B77W,GE90-115B,7577.24715118824,117777.16395470477,372175.838096867,0.0494991570542763,5503.450538684377,17390.90370224263,EY3033,2026-03-12,1,,False,0.0,681952.24,556.96,0.5305877808318982,97.2386333630512,Distance_km,1.0,0.0,0.0,7577.24715118824,0.0,PASS,368.0,310,2788426.9516372723,2230741.561309818,267688.9873571782,0.12,,,,,,,,,,,,,,,,0.8436087852668269,267688.9873571782
EGBB,OMDB,B77W,GE90-115B,5603.408765882395,84628.61220340214,267426.4145627508,0.0398423960592991,4023.279027998791,12713.56172847618,EY7908,2026-02-17,1,,False,0.0,504306.79,550.59,0.5040389900991834,92.97731451948114,Distance_km,1.0,0.0,0.0,5603.408765882395,0.0,PASS,368.0,319,2062054.4258447213,1649643.5406757772,197957.22488109325,0.12,,,,,,,,,,,,,,,,0.867757863176168,197957.22488109325
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13185.094934704375,41664.89999366583,0.0532042402788822,620.2922375457856,1960.1234706446824,EY5348,2025-09-05,1,,False,0.0,78570.74,544.85,0.5207127459934292,95.98060025220732,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,368.0,284,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.7712355085517386,30841.635412791387
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,41892.25472058189,132379.5249170388,0.0203634597576445,1989.7108368022448,6287.4862442950935,EY9747,2025-08-11,1,,False,0.0,242564.15,566.12,0.5382370525667791,96.66616280840218,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,324,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,,0.879356989383883,95214.51245484481
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,45591.8525682389,144070.25411563495,0.0564047434697653,2159.535485077876,6824.132132846088,EY5612,2027-01-19,1,,False,169.56327625475478,263985.52,564.58,0.5217668818179698,94.6341297683729,Distance_km,0.9422,107.16,0.0,2763.609194453924,107.16,PASS,368.0,297,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,,,,,,,,,,,,,,,,0.8076628271190541,103623.11704519621
OPKC,OMDB,B77W,GE90-115B,1188.274788606433,17946.58403083993,56711.20553745418,0.0450786614178646,853.3264090746511,2696.511452675897,EY3868,2025-04-09,1,,False,0.0,106944.73,550.68,0.5320177975790308,96.91897958523836,Distance_km,1.0,0.0,0.0,1188.274788606433,0.0,PASS,368.0,291,437285.1222071674,349828.09776573395,41979.37173188807,0.12,,,,,,,,,,,,,,,,0.7900676201657049,41979.37173188807
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,41892.25472058189,132379.5249170388,0.0292296517560259,1981.4347117793768,6261.333689222831,EY7508,2027-06-08,1,,False,0.0,242564.15,563.76,0.5281709465865391,96.01122473374598,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,304,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,,0.826404179838676,95214.51245484481
DIAP,OMDB,B77W,GE90-115B,6678.659980829696,103809.94784320227,328039.4351845193,0.0560089719417741,4870.114466403542,15389.561713835195,EY8657,2025-05-10,1,,False,0.0,601079.4,559.18,0.5321214188710884,97.60155329500564,Distance_km,1.0,0.0,0.0,6678.659980829696,0.0,PASS,368.0,302,2457746.872945328,1966197.4983562627,235943.6998027515,0.12,,,,,,,,,,,,,,,,0.8198961052060079,235943.6998027515
VECC,OMDB,B77W,GE90-115B,3365.806645906652,52316.51459496316,165320.18612008358,0.0430916421315883,2479.3917420210487,7834.877904786514,EY3986,2025-05-05,1,,False,254.3123472568236,302922.6,564.88,0.5032190240701209,92.02761291250609,Distance_km,0.9244,160.73,0.0,3111.4942986498286,160.73,PASS,368.0,279,1238616.845693648,990893.4765549186,118907.21718659022,0.12,,,,,,,,,,,,,,,,0.7575314992272515,118907.21718659022
HKJK,OMDB,B77W,GE90-115B,3559.243502013245,53755.46397817086,169867.26617101993,0.0345587903026606,2516.850076081897,7953.246240418794,EY8749,2027-01-14,1,,False,0.0,320331.92,542.25,0.5156258395035352,92.17988878342676,Distance_km,1.0,0.0,0.0,3559.243502013245,0.0,PASS,368.0,305,1309801.608740874,1047841.2869926994,125740.95443912392,0.12,,,,,,,,,,,,,,,,0.828060932234298,125740.95443912392
VTSP,OMDB,B77W,GE90-115B,4927.195819651711,74415.728299248,235153.7014256237,0.0508584849519555,3507.5225933593533,11083.771395015558,EY6974,2027-05-02,1,,False,0.0,443447.62,545.89,0.509768063833758,93.14389217947353,Distance_km,1.0,0.0,0.0,4927.195819651711,0.0,PASS,368.0,322,1813208.0616318288,1450566.4493054638,174067.97391665564,0.1199999999999999,,,,,,,,,,,,,,,,0.874271958390518,174067.97391665552
EGPF,OMDB,B77W,GE90-115B,5840.558197912882,88210.2940253252,278744.52912002767,0.0274825662371084,4147.8972319005015,13107.355252805582,EY5687,2025-07-20,1,,False,0.0,525650.24,544.6,0.539741821149862,97.95643405404468,Distance_km,1.0,0.0,0.0,5840.558197912882,0.0,PASS,368.0,296,2149325.4168319404,1719460.333465553,206335.24001586632,0.12,,,,,,,,,,,,,,,,0.8047501769691998,206335.24001586635
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0258842714906957,1547.4507621970893,4889.944408542802,EY9462,2026-08-17,1,,False,0.0,196523.83,543.43,0.5229004895885775,92.58014530246771,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,317,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8617736002126895,77142.15569316265
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,45925.02924803686,145123.09242379648,0.0302063785774693,2161.374085082215,6829.9421088598,EY3028,2026-01-11,1,,False,0.0,273669.9,545.06,0.5248955289711434,96.61052366604018,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,317,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.8604012970406019,107424.55897390863
KMCO,OMDB,B77W,GE90-115B,12459.907342357326,188182.7135273488,594657.374746422,0.0606473395835486,8816.798045706082,27861.081824431218,EY6828,2026-03-21,1,,False,0.0,1121391.66,542.62,0.5177423299705122,94.51027962030064,Distance_km,1.0,0.0,0.0,12459.907342357326,0.0,PASS,368.0,286,4585245.901987496,3668196.721589997,440183.6065907997,0.12,,,,,,,,,,,,,,,,0.7776907690069171,440183.60659079964
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.0541866119810782,1902.947125094621,6013.312915299003,EY1684,2025-08-19,1,,False,0.0,242564.15,541.43,0.5307091042018072,97.91635161528492,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,313,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,,0.8518660140081077,95214.51245484481
RPLL,OMDB,B77W,GE90-115B,6906.037713866663,104302.2938300408,329595.24850292894,0.0357562656300862,4930.152349826523,15579.281425451813,EY2490,2026-11-04,1,,False,0.0,621543.39,547.43,0.5328967327424085,97.02966682782352,Distance_km,1.0,0.0,0.0,6906.037713866663,0.0,PASS,368.0,282,2541421.878702932,2033137.5029623453,243976.5003554815,0.12,,,,,,,,,,,,,,,,0.7659587116359021,243976.50035548143
OPLA,OMDB,B77W,GE90-115B,1985.19567584466,29982.52706849813,94744.78553645407,0.0268981086271354,1422.1383360637103,4493.957141961325,EY2884,2026-03-25,1,,False,0.0,178667.61,549.34,0.5137224236454142,93.337691057179,Distance_km,1.0,0.0,0.0,1985.19567584466,0.0,PASS,368.0,284,730552.0087108349,584441.6069686679,70132.99283624016,0.12,,,,,,,,,,,,,,,,0.7706600673788013,70132.99283624016
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13185.094934704375,41664.89999366583,0.0329616347923419,626.1556572606195,1978.651876943558,EY3683,2025-11-25,1,,False,0.0,78570.74,550.0,0.5324284061950334,97.77740388373532,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,368.0,286,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.7768336955084066,30841.635412791387
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0338705471178142,1541.5363922172355,4871.254999406464,EY1689,2025-05-21,1,,False,0.0,196523.83,541.36,0.5141148991601882,93.2989715758674,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,287,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.7803546710951148,77142.15569316265
OIIE,OMDB,B77W,GE90-115B,1199.8636074996691,18650.11527327721,58934.36426355599,0.0393344928550712,879.7688745760544,2780.069643660332,EY4268,2027-02-26,1,,False,0.0,107987.72,562.26,0.5229078871660718,93.84434880897555,Distance_km,1.0,0.0,0.0,1199.8636074996691,0.0,PASS,368.0,283,441549.8075598782,353239.84604790265,42388.78152574832,0.12,,,,,,,,,,,,,,,,0.7688220076203097,42388.781525748316
LTFM,OMDB,B77W,GE90-115B,3028.340480393419,45737.20441305712,144529.56594526052,0.0208673422577479,2140.9369516268093,6765.360767140719,EY1268,2027-06-02,1,,False,0.0,272550.64,542.13,0.5072653642899615,93.69516705847064,Distance_km,1.0,0.0,0.0,3028.340480393419,0.0,PASS,368.0,288,1114429.296784778,891543.4374278226,106985.21249133872,0.12,,,,,,,,,,,,,,,,0.7837985053162643,106985.21249133871
VTSP,OMDB,B77W,GE90-115B,4927.195819651711,76586.01314028048,242011.80152328635,0.0317776617363535,3603.0698678818753,11385.700782506729,EY3469,2025-06-15,1,,False,0.0,443447.62,560.76,0.5399840891816602,95.81523734908244,Distance_km,1.0,0.0,0.0,4927.195819651711,0.0,PASS,368.0,287,1813208.0616318288,1450566.4493054638,174067.97391665564,0.1199999999999999,,,,,,,,,,,,,,,,0.77997510639644,174067.97391665552
EDDF,OMDB,B77W,GE90-115B,4843.202576645297,73147.17340934313,231145.0679735243,0.0461428209892636,3441.895507710774,10876.389804366048,EY2974,2027-02-27,1,,False,0.0,435888.23,544.96,0.5154998358357048,94.3074174248263,Distance_km,1.0,0.0,0.0,4843.202576645297,0.0,PASS,368.0,318,1782298.5482054693,1425838.8385643756,171100.66062772507,0.12,,,,,,,,,,,,,,,,0.8628327579600423,171100.66062772507
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,39586.38219479429,125092.96773554996,0.0201675741932836,1872.9693154140405,5918.583036708368,EY8734,2026-03-27,1,,False,0.0,229212.7,563.94,0.5392320851490491,96.36160494457827,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,303,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.8231407931299016,89973.62652520723
LTFM,OMDB,B77W,GE90-115B,3028.340480393419,45737.20441305712,144529.56594526052,0.0649959780467238,2174.611628074085,6871.772744714108,EY6206,2026-07-26,1,,False,0.0,272550.64,550.65,0.5086378230839314,92.25895709602403,Distance_km,1.0,0.0,0.0,3028.340480393419,0.0,PASS,368.0,292,1114429.296784778,891543.4374278226,106985.21249133872,0.12,,,,,,,,,,,,,,,,0.7937368793746277,106985.21249133871
LPPT,OMDB,B77W,GE90-115B,6137.792934575513,92699.44773753718,292930.2548506175,0.0276444318054454,4338.105494145286,13708.413361499104,EY1606,2026-05-04,1,,False,0.0,552401.36,541.99,0.5272443524143183,95.75806643089147,Distance_km,1.0,0.0,0.0,6137.792934575513,0.0,PASS,368.0,323,2258707.7999237888,1806966.2399390312,216835.9487926837,0.12,,,,,,,,,,,,,,,,0.8765115047592686,216835.94879268375
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,33940.82217797798,107252.9980824104,0.0375398630323627,1585.3809571338263,5009.803824542892,EY3146,2027-05-13,1,,False,0.0,196523.83,556.75,0.5258717875736443,96.06665692032404,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,310,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8428753500494724,77142.15569316265
EPWA,OMDB,B77W,GE90-115B,4155.800345365862,62765.29707490445,198338.33875669807,0.045013434486442,2941.732280443055,9295.874006200056,EY5038,2027-02-14,1,,False,0.0,374022.03,542.81,0.5303432315287694,94.27697163553702,Distance_km,1.0,0.0,0.0,4155.800345365862,0.0,PASS,368.0,288,1529334.5270946373,1223467.62167571,146816.1146010852,0.12,,,,,,,,,,,,,,,,0.7815816666350666,146816.1146010852
NZAA,OMDB,B77W,GE90-115B,14200.516702130624,214471.23907679072,677729.1154826587,0.0566957713469857,10159.990680890034,32105.57055161251,EY9807,2026-12-26,1,,False,0.0,1278046.5,548.64,0.513351613142992,94.14354667381062,Distance_km,1.0,0.0,0.0,14200.516702130624,0.0,PASS,368.0,280,5225790.14638407,4180632.117107256,501675.8540528708,0.12,,,,,,,,,,,,,,,,0.7601442039268571,501675.8540528707
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,44299.87636467027,139987.60931235808,0.0426170486186987,2082.5159401562087,6580.750370893619,EY8448,2025-12-06,1,,False,0.0,263985.52,544.44,0.5042475653110101,93.19388053333743,Distance_km,1.0,0.0,0.0,2933.1724707086787,0.0,PASS,368.0,310,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,,,,,,,,,,,,,,,,0.8431313369405635,103623.11704519621
EDDF,OMDB,B77W,GE90-115B,4843.202576645297,73147.17340934313,231145.0679735243,0.0490538028555965,3421.0234542412995,10810.434115402506,EY7597,2026-03-17,1,,False,0.0,435888.23,541.66,0.5241789649632803,93.34711271851714,Distance_km,1.0,0.0,0.0,4843.202576645297,0.0,PASS,368.0,311,1782298.5482054693,1425838.8385643756,171100.66062772507,0.12,,,,,,,,,,,,,,,,0.8454269444125995,171100.66062772507
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,38464.58825793909,121548.09889508752,0.067308883037647,1826.579024867504,5771.989718581312,EY7489,2026-01-24,1,,False,0.0,229212.7,549.98,0.5436800324606057,96.65253367755209,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,315,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.8570031791885424,89973.62652520723
FSIA,OMDB,B77W,GE90-115B,3327.785125963358,50259.73450949082,158820.761049991,0.0381390534752624,2369.931805394352,7488.984505046151,EY4648,2025-08-06,1,,False,0.0,299500.66,546.11,0.5262191187974572,95.49883091265256,Distance_km,1.0,0.0,0.0,3327.785125963358,0.0,PASS,368.0,302,1224624.9263545158,979699.9410836129,117563.99293003352,0.12,,,,,,,,,,,,,,,,0.8199104513901153,117563.99293003354
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,47264.40194624096,149355.51015012144,0.0519058447033328,2220.569743804669,7017.000390422754,EY2045,2025-07-25,1,,False,283.68670179027333,273669.9,559.99,0.5098825446725345,93.7992759748547,Distance_km,0.9067,179.29,0.0,2757.0899901795133,179.29,PASS,368.0,316,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.8599600585285461,107424.55897390863
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,13273.816907997005,41945.26142927054,0.0670278090140986,620.9894666058328,1962.3267144744316,EY8486,2025-12-04,1,,False,0.0,76857.93,557.62,0.5151818845195122,95.18575942717848,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,288,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,,0.7825547893574808,30169.300118593746
LSGG,OMDB,B77W,GE90-115B,4919.418583337711,74298.26824171317,234782.52764381364,0.0554435238118508,3523.4141127683,11133.988596347828,EY4010,2027-04-19,1,,False,0.0,442747.67,549.23,0.5146444004174366,93.5180927651779,Distance_km,1.0,0.0,0.0,4919.418583337711,0.0,PASS,368.0,277,1810346.038668278,1448276.8309346223,173793.21971215468,0.12,,,,,,,,,,,,,,,,0.7533777766440224,173793.21971215468
OEDF,OMDB,B77W,GE90-115B,573.1578950522307,8656.437404144139,27354.34219709548,0.025646872446555,406.1253821776354,1283.3562076813278,EY4110,2026-03-06,1,,False,0.0,51584.21,543.36,0.519935319280954,93.2964982885061,Distance_km,1.0,0.0,0.0,573.1578950522307,0.0,PASS,368.0,290,210922.1053792209,168737.68430337674,20248.52211640521,0.12,,,,,,,,,,,,,,,,0.787607313695956,20248.52211640521
VOCI,OMDB,B77W,GE90-115B,2782.576621065114,43251.061550014456,136673.3544980457,0.033302858275731,2058.178165530546,6503.843003076525,EY3609,2026-12-29,1,,False,0.0,250431.9,567.2,0.5286546297261556,96.11983220762124,Distance_km,1.0,0.0,0.0,2782.576621065114,0.0,PASS,368.0,294,1023988.196551962,819190.5572415696,98302.86686898836,0.12,,,,,,,,,,,,,,,,0.7979991151655342,98302.86686898835
OPST,OMDB,B77W,GE90-115B,2015.1401386252287,30434.78005131205,96173.90496214609,0.04434345390509,1435.6549395938666,4536.669609116619,EY5360,2027-03-02,1,,False,0.0,181362.61,546.32,0.5295584526805616,97.8523094767069,Distance_km,1.0,0.0,0.0,2015.1401386252287,0.0,PASS,368.0,317,741571.5710140842,593257.2568112673,71190.87081735207,0.1199999999999999,,,,,,,,,,,,,,,,0.8616787902203311,71190.87081735203
LSZH,OMAA,,,,,,0.0510174683890817,,,ETD44T,2019-01-28,1,,,,,,,,,,,,,,,250.0,215,,,,,ETD44T,,3fe909de-d3aa-4914-9c6c-8b7896e560e2,B789,LSZH,OMAA,2019-01-28 09:24:00+00:00,2019-01-28 15:17:18+00:00,2019-01-28 00:00:00+00:00,47.460076283600365,8.561712411733772,304.8,24.44704734672934,54.63148584905661,15.24,0.8586124293464853,
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,12897.665148206352,40756.62186833208,0.0510005060081176,611.5229391145349,1932.41248760193,EY7146,2026-02-24,1,,False,0.0,76857.93,549.12,0.534120703043305,95.07790075977672,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,284,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,,0.7707713686016996,30169.300118593746
