Origin,Destination,Aircraft_Code,Engine_Code,Distance_km,Fuel_Burn_kg,CO2_kg,Weather_Penalty_Index,Adjusted_Fuel_Burn_kg,Adjusted_CO2_kg,Callsign,FlightDate,Holding_Loop_Detected,Altitude_Drift,Unplanned_Reroute,Deviation_km,RTK,CO2_per_RTK,Predicted_CO2_per_RTK,esg_match_percent,SHAP_Top_Feature,route_efficiency_score,fuel_savings_if_alt_route,recommended_reroute_flag,suggested_reroute_distance_km,suggested_reroute_co2_saving_kg,ESG_Benchmark_Score,Seat_Count,Estimated_Passengers,ASK,RPK,Revenue,Yield_USD_per_RPK,callsign,number,aircraft_uid,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2,load_factor
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,33940.82217797798,107252.9980824104,0.0211532792238013,1601.7266078075247,5061.456080671777,EY8871,2026-09-12,1,,False,0.0,196523.83,562.49,0.5263817159074698,96.76239785606415,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,316,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8574412578305817
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,45591.8525682389,144070.25411563495,0.0447626857249595,2166.512088539036,6846.178199783354,EY8760,2026-01-07,1,,False,0.0,263985.52,566.4,0.5183834182041795,94.09043356868789,Distance_km,1.0,0.0,0.0,2933.1724707086787,0.0,PASS,368.0,314,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,,,,,,,,,,,,,,,,0.8531584348631862
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,45925.02924803686,145123.09242379648,0.0578650880225651,2167.8679352795803,6850.4626754834735,EY8509,2027-06-23,1,,False,0.0,273669.9,546.7,0.5297336534218421,97.7049527709601,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,282,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.7656518989694979
VABB,OMDB,B77W,GE90-115B,1926.162367196581,29090.943535438622,91927.38157198606,0.0501948814076638,1361.3095843010253,4301.738286391241,EY2183,2026-10-24,1,,False,0.0,173354.61,541.96,0.509446301252396,93.97688338812436,Distance_km,1.0,0.0,0.0,1926.162367196581,0.0,PASS,368.0,288,708827.7511283418,567062.2009026735,68047.46410832083,0.12,,,,,,,,,,,,,,,,0.782217134421738
EBBR,OMDB,B77W,GE90-115B,5147.621807784948,77744.83496425887,245673.6784870581,0.02590321727752,3641.8431925617087,11508.224488495001,EY5242,2027-06-03,1,,False,0.0,463285.96,542.52,0.5372529539880225,97.61279756399232,Distance_km,1.0,0.0,0.0,5147.621807784948,0.0,PASS,368.0,291,1894324.8252648609,1515459.8602118888,181855.18322542665,0.12,,,,,,,,,,,,,,,,0.7903135719243749
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13185.094934704375,41664.89999366583,0.0533626660891094,626.437543933022,1979.5426388283497,EY6482,2026-01-07,1,,False,0.0,78570.74,550.25,0.5124876344955803,93.01424263315432,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,368.0,311,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.8455127817150961
DNMM,OMDB,B77W,GE90-115B,5895.900658579161,89046.13446420686,281385.7849068937,0.0521874991207648,4188.608811127063,13236.003843161518,EY3958,2026-06-02,1,,False,0.0,530631.06,544.78,0.5003573192574629,92.50266505414234,Distance_km,1.0,0.0,0.0,5895.900658579161,0.0,PASS,368.0,288,2169691.442357132,1735753.1538857052,208290.3784662846,0.12,,,,,,,,,,,,,,,,0.7828188939307054
EDDM,OMDB,B77W,GE90-115B,4564.01016304618,70940.82620490133,224173.0108074882,0.0344338907028486,3332.253361438705,10529.920622146306,EY8667,2026-08-26,1,,False,0.0,410760.91,559.88,0.5210563445326234,96.2031049028278,Distance_km,1.0,0.0,0.0,4564.01016304618,0.0,PASS,368.0,319,1679555.7400009944,1343644.5920007958,161237.3510400955,0.12,,,,,,,,,,,,,,,,0.8674757515401729
EDDF,OMDB,B77W,GE90-115B,4843.202576645297,75280.46169722077,237886.25896321767,0.0618758005965076,3564.705155035277,11264.468289911478,EY6211,2025-07-05,1,,False,0.0,435888.23,564.41,0.5149494577825949,93.8969002986603,Distance_km,1.0,0.0,0.0,4843.202576645297,0.0,PASS,368.0,308,1782298.5482054693,1425838.8385643756,171100.66062772507,0.12,,,,,,,,,,,,,,,,0.8372890098572173
GMMN,OMDB,B77W,GE90-115B,6080.500028298156,94512.43102808853,298659.2820487597,0.0570729414657745,4446.432780193084,14050.727585410146,EY4559,2025-05-30,1,,False,0.0,547245.0,560.76,0.5463721354307447,97.15254068930108,Distance_km,1.0,0.0,0.0,6080.500028298156,0.0,PASS,368.0,279,2237624.0104137217,1790099.2083309777,214811.90499971728,0.12,,,,,,,,,,,,,,,,0.7593782883051938
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,12897.665148206352,40756.62186833208,0.0236995229656636,611.9812183817511,1933.8606500863336,EY3718,2026-11-20,1,,False,0.0,76857.93,549.53,0.5173780022587245,94.15762953649784,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,307,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,,0.8340864110900451
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,44299.87636467027,139987.60931235808,0.0619479253801962,2084.524285628191,6587.096742585084,EY1565,2026-02-25,1,,False,0.0,263985.52,544.97,0.5248433422467472,96.83177634545892,Distance_km,1.0,0.0,0.0,2933.1724707086787,0.0,PASS,368.0,297,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,,,,,,,,,,,,,,,,0.8074798429456389
VABB,OMDB,B77W,GE90-115B,1926.162367196581,29090.943535438622,91927.38157198606,0.0618376104193901,1381.7147998863961,4366.218767641012,EY9069,2025-10-13,1,,False,0.0,173354.61,550.08,0.5232817779147416,94.9134701577105,Distance_km,1.0,0.0,0.0,1926.162367196581,0.0,PASS,368.0,290,708827.7511283418,567062.2009026735,68047.46410832083,0.12,,,,,,,,,,,,,,,,0.7868313233415409
LEMD,OMDB,B77W,GE90-115B,5648.827179666825,85314.5691784598,269594.038603933,0.0695504029020741,4005.75449917644,12658.18421739755,EY8802,2026-04-19,1,,False,0.0,508394.45,543.78,0.5473252843675497,97.46309438342504,Distance_km,1.0,0.0,0.0,5648.827179666825,0.0,PASS,368.0,284,2078768.402117392,1663014.7216939137,199561.7666032696,0.12,,,,,,,,,,,,,,,,0.7714813042739549
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13185.094934704375,41664.89999366583,0.038629375570364,616.3974375963369,1947.815902804425,EY6363,2026-12-19,1,,False,0.0,78570.74,541.43,0.4978719233338698,92.01132758737008,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,368.0,296,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.8046338821139316
OBBI,OMDB,B77W,GE90-115B,487.057574374108,7570.593732506722,23923.076194721245,0.0278852988853626,357.63940378057555,1130.1405159466187,EY3938,2025-03-15,1,,False,0.0,43835.18,563.07,0.5137351964070209,94.66893993807474,Distance_km,1.0,0.0,0.0,487.057574374108,0.0,PASS,368.0,290,179237.18736967174,143389.74989573742,17206.76998748849,0.12,,,,,,,,,,,,,,,,0.7892531290855631
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.0478982642780358,1922.3507518221656,6074.628375758043,EY7968,2026-08-09,1,,False,0.0,242564.15,546.95,0.5326725165152747,96.8006804072796,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,281,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,,0.7634139895362494
VCBI,OMDB,B77W,GE90-115B,3288.155168291381,51109.5365687832,161506.13555735492,0.0271872163264511,2405.6427239863374,7601.831007796827,EY5060,2025-11-15,1,,False,0.0,295933.97,561.02,0.5487028981973076,96.69063506983976,Distance_km,1.0,0.0,0.0,3288.155168291381,0.0,PASS,368.0,295,1210041.1019312283,968032.8815449828,116163.94578539793,0.12,,,,,,,,,,,,,,,,0.8004737374367001
RJAA,OMDB,B77W,GE90-115B,7979.177167162797,124024.5749794763,391917.6569351451,0.0237378152806448,5904.883945958488,18659.433269228826,EY4087,2027-02-15,1,,False,0.0,718125.95,567.48,0.5542377121721522,97.6656184514612,Distance_km,1.0,0.0,0.0,7979.177167162797,0.0,PASS,368.0,293,2936337.197515909,2349069.758012728,281888.37096152734,0.12,,,,,,,,,,,,,,,,0.7974025090086986
ULLI,OMDB,B77W,GE90-115B,4300.608105648133,64952.33719655113,205249.3855411016,0.0321412966067086,3041.4682161211845,9611.039562942942,EY6998,2027-02-04,1,,False,305.52502747526074,387054.73,542.32,0.514002829431111,94.60706691408797,Distance_km,0.929,193.09,0.0,3995.083078172872,193.09,PASS,368.0,280,1582623.7828785127,1266099.0263028103,151931.88315633722,0.12,,,,,,,,,,,,,,,,0.7603898866873104
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13185.094934704375,41664.89999366583,0.0321396501472694,626.1368486566871,1978.592441755131,EY7075,2026-12-18,1,,False,0.0,78570.74,549.99,0.5145146624443733,92.38618227243764,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,368.0,285,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.7732311841331467
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.0522724291249755,1922.2151003897409,6074.199717231582,EY5744,2026-01-14,1,,False,0.0,242564.15,546.91,0.5292375037215348,97.145295606801,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,286,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,,0.7772759868265425
VABB,OMDB,B77W,GE90-115B,1926.162367196581,29090.943535438622,91927.38157198606,0.0670525165251519,1363.2681437645037,4307.927334295832,EY1483,2026-05-26,1,,False,0.0,173354.61,542.74,0.514676060241548,94.2567393811152,Distance_km,1.0,0.0,0.0,1926.162367196581,0.0,PASS,368.0,307,708827.7511283418,567062.2009026735,68047.46410832083,0.12,,,,,,,,,,,,,,,,0.833335563074758
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,39586.38219479429,125092.96773554996,0.0487511354981355,1879.3905936841625,5938.8742760419545,EY8728,2026-07-04,1,,True,58.31291762981999,229212.7,565.88,0.5236017402595705,95.24520883982042,Distance_km,0.9771,36.85,0.0,2488.494898414318,36.85,PASS,368.0,308,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.8373968760606405
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,47264.40194624096,149355.51015012144,0.0612828439030943,2211.3475593737767,6987.858287621135,EY8120,2027-05-24,1,,False,0.0,273669.9,557.67,0.5266836873056202,97.09308607699948,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,279,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.758866503493986
VCBI,OMDB,B77W,GE90-115B,3288.155168291381,49661.200927596976,156929.39493120645,0.0516610534438332,2319.482667315833,7329.565228718034,EY7002,2025-09-22,1,,False,0.0,295933.97,540.93,0.5185428075553243,93.02740249637426,Distance_km,1.0,0.0,0.0,3288.155168291381,0.0,PASS,368.0,320,1210041.1019312283,968032.8815449828,116163.94578539793,0.12,,,,,,,,,,,,,,,,0.8699648521037227
WIII,OMDB,B77W,GE90-115B,6547.085129081878,98881.01182717826,312463.9973738833,0.0619353388517577,4674.741487509504,14772.183100530032,EY2494,2025-07-06,1,,False,0.0,589237.66,547.53,0.5167167857840157,92.59671043636502,Distance_km,1.0,0.0,0.0,6547.085129081878,0.0,PASS,368.0,305,2409327.327502131,1927461.8620017048,231295.4234402046,0.12,,,,,,,,,,,,,,,,0.8292875343206033
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,45925.02924803686,145123.09242379648,0.0559734796131042,2167.0213411781797,6847.787438123049,EY8919,2026-06-26,1,,False,0.0,273669.9,546.49,0.5064737584752688,92.70885636256966,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,289,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.7852524973393756
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,33940.82217797798,107252.9980824104,0.0365115914950587,1600.5223610263693,5057.650660843327,EY6303,2027-06-21,1,,False,0.0,196523.83,562.07,0.5257293657956302,95.495127652164,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,297,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8068456515953233
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,45925.02924803686,145123.09242379648,0.0464103537424306,2173.0032261633096,6866.690194676059,EY1984,2025-11-03,1,,False,0.0,273669.9,548.0,0.5166838140614846,94.54618236106153,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,314,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.8532439260910012
LTFM,OMDB,B77W,GE90-115B,3028.340480393419,45737.20441305712,144529.56594526052,0.0659487999427746,2150.3671092791215,6795.160065322024,EY2310,2026-11-23,1,,False,0.0,272550.64,544.51,0.5322493219769874,97.40771388591992,Distance_km,1.0,0.0,0.0,3028.340480393419,0.0,PASS,368.0,293,1114429.296784778,891543.4374278226,106985.21249133872,0.12,,,,,,,,,,,,,,,,0.7962774239653603
EGLL,OMDB,B77W,GE90-115B,5497.922887958041,83035.452784059,262392.0307976265,0.0357127351792962,3934.924810764983,12434.362402017347,EY2267,2026-04-28,1,,False,0.0,494813.06,548.83,0.5222834943848739,95.31241434110846,Distance_km,1.0,0.0,0.0,5497.922887958041,0.0,PASS,368.0,286,2023235.6227685595,1618588.4982148476,194230.6197857817,0.12,,,,,,,,,,,,,,,,0.7776676080892051
HAAB,OMDB,B77W,GE90-115B,2518.957689053289,38043.96615175353,120218.93303954117,0.0608888955604418,1811.049366371491,5722.915997733911,EY1282,2026-06-27,1,,False,0.0,226706.19,551.33,0.5096097584870004,93.09338850249068,Distance_km,1.0,0.0,0.0,2518.957689053289,0.0,PASS,368.0,277,926976.4295716104,741581.1436572884,88989.7372388746,0.12,,,,,,,,,,,,,,,,0.7535955880503177
DAAG,OMDB,B77W,GE90-115B,5068.249049237817,78778.47816297652,248939.99099500585,0.0324523343806703,3721.3657898714546,11759.515895993796,EY2381,2025-04-27,1,High,False,0.0,456142.41,563.05,0.5194604196956206,93.28800885884807,Distance_km,1.0,0.0,0.0,5068.249049237817,0.0,PASS,368.0,279,1865115.6501195168,1492092.5200956136,179051.1024114736,0.1199999999999999,,,,,,,,,,,,,,,,0.7589149703151703
RPLL,OMDB,B77W,GE90-115B,6906.037713866663,107344.20032424276,339207.6730246072,0.0388719901864648,5065.838636404047,16008.050091036788,EY8911,2026-01-05,1,,False,0.0,621543.39,562.5,0.5189042500569739,95.7546537942378,Distance_km,1.0,0.0,0.0,6906.037713866663,0.0,PASS,368.0,282,2541421.878702932,2033137.5029623453,243976.5003554815,0.12,,,,,,,,,,,,,,,,0.7667133901877902
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.0617666549781731,1922.2760749119327,6074.392396721709,EY7618,2026-01-10,1,,False,0.0,242564.15,546.93,0.5041779834068535,92.22602458794267,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,314,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,,0.854383077067611
VABB,OMDB,B77W,GE90-115B,1926.162367196581,29939.36140635439,94608.38204407987,0.0371823177793426,1416.2616484223104,4475.386809014501,EY5210,2025-04-12,1,,False,0.0,173354.61,563.83,0.5118165028446313,94.18419182350272,Distance_km,1.0,0.0,0.0,1926.162367196581,0.0,PASS,368.0,294,708827.7511283418,567062.2009026735,68047.46410832083,0.12,,,,,,,,,,,,,,,,0.7996697670368765
LPPT,OMDB,B77W,GE90-115B,6137.792934575513,92699.44773753718,292930.2548506175,0.0643321814533963,4362.909770642763,13786.79487523113,EY4721,2026-08-24,1,,False,0.0,552401.36,545.09,0.5296323877351964,94.5804805728222,Distance_km,1.0,0.0,0.0,6137.792934575513,0.0,PASS,368.0,299,2258707.7999237888,1806966.2399390312,216835.9487926837,0.12,,,,,,,,,,,,,,,,0.811643637449595
LTFM,OMDB,B77W,GE90-115B,3028.340480393419,45737.20441305712,144529.56594526052,0.0616195630915405,2140.022090340184,6762.469805474983,EY1890,2027-01-18,1,,False,0.0,272550.64,541.89,0.5187310773153185,92.31005387181963,Distance_km,1.0,0.0,0.0,3028.340480393419,0.0,PASS,368.0,285,1114429.296784778,891543.4374278226,106985.21249133872,0.12,,,,,,,,,,,,,,,,0.7754885017831591
EGNT,OMDB,B77W,GE90-115B,5653.305637330724,85382.20758799634,269807.7759780684,0.0457404266106944,4048.868844192124,12794.425547647113,EY7924,2025-03-02,1,,False,0.0,508797.51,549.2,0.5202695025045806,95.06837675438186,Distance_km,1.0,0.0,0.0,5653.305637330724,0.0,PASS,368.0,309,2080416.4745377065,1664333.1796301652,199719.98155561983,0.12,,,,,,,,,,,,,,,,0.8399674184993876
VECC,OMDB,B77W,GE90-115B,3365.806645906652,52316.51459496316,165320.18612008358,0.0431453202685676,2467.2342227500308,7796.460143890097,EY2640,2025-07-10,1,,False,0.0,302922.6,562.11,0.5250413922585346,94.09249987839742,Distance_km,1.0,0.0,0.0,3365.806645906652,0.0,PASS,368.0,313,1238616.845693648,990893.4765549186,118907.21718659022,0.12,,,,,,,,,,,,,,,,0.84983091365099
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,39586.38219479429,125092.96773554996,0.0217628843272803,1849.3415690046074,5843.91935805456,EY7974,2026-07-20,1,,False,0.0,229212.7,556.83,0.5185095202492832,94.32193941406352,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,321,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.8720826452779633
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0536292271765919,1565.4898733319906,4946.94799972909,EY8406,2025-07-29,1,,False,0.0,196523.83,549.77,0.5291732445028632,94.81190086446232,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,281,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.7623281148592143
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13569.629391577411,42880.02887738463,0.0662697252455436,644.297420381791,2035.9798484064597,EY4798,2026-07-03,1,,False,0.0,78570.74,565.94,0.5087274371460195,92.4867121810954,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,368.0,289,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.7844491023485205
EIDW,OMDB,B77W,GE90-115B,5918.530265880704,91994.8492621363,290703.7236683507,0.0423057711264066,4330.390187712619,13684.032993171879,EY7169,2026-11-06,1,,False,0.0,532667.72,561.07,0.534891249419499,97.6472266031678,Distance_km,1.0,0.0,0.0,5918.530265880704,0.0,PASS,368.0,297,2178019.137844099,1742415.3102752797,209089.8372330336,0.12,,,,,,,,,,,,,,,,0.8063777256004008
KBOS,OMDB,B77W,GE90-115B,10702.117556465317,161634.7109916225,510765.6867335271,0.0366924505254982,7686.218044782852,24288.44902151381,EY3854,2025-04-16,1,,False,0.0,963190.58,550.74,0.5226001566454512,95.02769807398238,Distance_km,1.0,0.0,0.0,10702.117556465317,0.0,PASS,368.0,324,3938379.260779237,3150703.408623389,378084.4090348067,0.12,,,,,,,,,,,,,,,,0.8791671122984368
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,41892.25472058189,132379.5249170388,0.0208757042394637,1991.585966135875,6293.411652989364,EY1477,2025-10-15,1,,False,0.0,242564.15,566.65,0.5202901618594005,94.73377999023911,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,289,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,,0.7852653936008349
DTTA,OMDB,B77W,GE90-115B,4444.469026361953,67125.07714449907,212115.24377661708,0.0641365111132696,3135.4741086832328,9908.098183439017,EY4382,2026-02-11,1,,False,0.0,400002.21,540.98,0.5221496455683929,92.71562777830192,Distance_km,1.0,0.0,0.0,4444.469026361953,0.0,PASS,368.0,289,1635564.6017011988,1308451.681360959,157014.2017633151,0.12,,,,,,,,,,,,,,,,0.7849185523723298
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,13273.816907997005,41945.26142927054,0.0507490567233439,631.2198675720468,1994.654781527668,EY1171,2026-07-09,1,,False,0.0,76857.93,566.81,0.5078357761670922,92.2040328540896,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,294,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,,0.799699770915269
OPIS,OMDB,B77W,GE90-115B,1925.5193500604628,29929.36665058686,94576.79861585448,0.060734467667697,1416.1706606917976,4475.099287786081,EY1266,2025-12-31,1,,False,0.0,173296.74,563.99,0.5362268734016317,97.79759031089664,Distance_km,1.0,0.0,0.0,1925.5193500604628,0.0,PASS,368.0,295,708591.1208222503,566872.8966578003,68024.74759893604,0.12,,,,,,,,,,,,,,,,0.8023295293412845
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,44299.87636467027,139987.60931235808,0.0649469356432926,2093.0445191507924,6614.020680516505,EY8007,2025-12-30,1,,False,0.0,263985.52,547.19,0.5214246131309085,94.81158072084337,Distance_km,1.0,0.0,0.0,2933.1724707086787,0.0,PASS,368.0,292,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,,,,,,,,,,,,,,,,0.794835139147931
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.0477401146587021,1922.0297647017353,6073.6140564574835,EY6131,2025-06-18,1,,False,0.0,242564.15,546.86,0.531539469301662,96.62361193387952,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,290,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,,0.7880418140483532
WSSS,OMDB,B77W,GE90-115B,5846.662294552086,88302.48455593159,279035.85119674384,0.0201526083750714,4136.247540020686,13070.542226465368,EY7447,2025-12-20,1,,False,0.0,526199.61,542.5,0.5296409728185967,96.68908210366072,Distance_km,1.0,0.0,0.0,5846.662294552086,0.0,PASS,368.0,278,2151571.7243951675,1721257.3795161345,206550.8855419361,0.1199999999999999,,,,,,,,,,,,,,,,0.7545498217330188
DTTA,OMDB,B77W,GE90-115B,4444.469026361953,67125.07714449907,212115.24377661708,0.0422035580343738,3170.897277303209,10020.035396278141,EY9209,2026-08-02,1,,False,0.0,400002.21,547.1,0.5313024672785395,96.8995994292201,Distance_km,1.0,0.0,0.0,4444.469026361953,0.0,PASS,368.0,298,1635564.6017011988,1308451.681360959,157014.2017633151,0.12,,,,,,,,,,,,,,,,0.810974869525466
EDDH,OMDB,B77W,GE90-115B,4884.212668813798,73766.55124372235,233102.30193016265,0.0693989081905725,3463.9079176526393,10945.94901978234,EY7528,2025-03-16,1,,False,0.0,439579.14,543.84,0.515094004864382,93.7428522355813,Distance_km,1.0,0.0,0.0,4884.212668813798,0.0,PASS,368.0,301,1797390.2621234776,1437912.2096987823,172549.46516385386,0.12,,,,,,,,,,,,,,,,0.8187885433759172
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13569.629391577411,42880.02887738463,0.0282179213476283,640.2074096198711,2023.055414398793,EY8249,2025-11-25,1,,False,0.0,78570.74,562.35,0.5349826190333973,97.951454742688,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,368.0,291,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.7905024705432364
HECA,OMDB,B77W,GE90-115B,2415.4452915944203,36480.61232396768,115278.73494373786,0.0542574127946191,1730.5787669086396,5468.628903431302,EY9422,2026-07-22,1,,False,0.0,217390.08,549.41,0.5273195148983109,93.77355801565894,Distance_km,1.0,0.0,0.0,2415.4452915944203,0.0,PASS,368.0,291,888883.8673067467,711107.0938453975,85332.8512614477,0.12,,,,,,,,,,,,,,,,0.7914002807786544
LIPE,OMDB,B77W,GE90-115B,4484.107475375584,69698.85642901435,220248.3863156853,0.0589326896781151,3303.301427458796,10438.432510769795,EY1473,2027-03-17,1,,False,0.0,403569.67,564.9,0.5470891997466578,96.8467013705229,Distance_km,1.0,0.0,0.0,4484.107475375584,0.0,PASS,368.0,317,1650151.5509382149,1320121.240750572,158414.54889006863,0.12,,,,,,,,,,,,,,,,0.8613401169004775
RJBB,OMDB,B77W,GE90-115B,7577.24715118824,114439.60944481666,361629.1658456206,0.0471240062870418,5359.25581160735,16935.248364679224,EY1990,2027-04-29,1,,False,745.2998968505556,681952.24,542.37,0.5326392049837751,94.37228555792838,Distance_km,0.9016,471.03,0.0,6831.947254337685,471.03,PASS,368.0,294,2788426.9516372723,2230741.561309818,267688.9873571782,0.12,,,,,,,,,,,,,,,,0.8002708153849137
HECA,OMDB,B77W,GE90-115B,2415.4452915944203,37544.54493240644,118640.76198640437,0.0490816257815923,1764.9012208566048,5577.087857906871,EY3333,2027-02-11,1,,False,0.0,217390.08,560.3,0.5182576940568815,95.61186344020052,Distance_km,1.0,0.0,0.0,2415.4452915944203,0.0,PASS,368.0,323,888883.8673067467,711107.0938453975,85332.8512614477,0.12,,,,,,,,,,,,,,,,0.8768323222588216
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13569.629391577411,42880.02887738463,0.0643057202496993,634.3877930559023,2004.6654260566515,EY3318,2026-06-30,1,,False,43.81905489190091,78570.74,557.23,0.534218556530466,96.96311399182744,Distance_km,0.9498,27.69,0.0,829.1891938850292,27.69,PASS,368.0,282,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.7662207258405039
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,38464.58825793909,121548.09889508752,0.0383150966778681,1817.618329386959,5743.6739208627905,EY3330,2025-04-01,1,,False,0.0,229212.7,547.28,0.5050612889415352,93.28082687699974,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,317,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.8614140619201284
LEBL,OMDB,B77W,GE90-115B,5175.705830064322,78168.98960474557,247014.007150996,0.0425401508928046,3721.3091398752144,11759.336882005675,EY9399,2026-05-01,1,,False,0.0,465813.52,551.35,0.5355592682425858,97.18923412902798,Distance_km,1.0,0.0,0.0,5175.705830064322,0.0,PASS,368.0,290,1904659.7454636705,1523727.7963709366,182847.3355645124,0.12,,,,,,,,,,,,,,,,0.7872997973576941
FVHA,OMDB,B77W,GE90-115B,5473.567897214555,82667.61792621361,261229.67264683504,0.0573645656421862,3903.833489948413,12336.113828236985,EY5025,2025-10-07,1,,False,0.0,492621.11,546.92,0.5324325605277856,96.80493157211052,Distance_km,1.0,0.0,0.0,5473.567897214555,0.0,PASS,368.0,276,2014272.986174956,1611418.3889399653,193370.20667279584,0.1199999999999999,,,,,,,,,,,,,,,,0.7509121828221561
